yyyy/mm/dd	hh:mm	G(0)	G(41)	D(0)	B	Wvel	Wdir	Tamb	GiNuk	-	VMIso	GMBP	GMIso	GiEsti	TcEsti	GIzFr	GIzPos	-	-	-	-
2019/04/03	05:13	0.00	0.00	0.00	0.00	0.00	-0.29	-37.50	0.00	-	0.00	8.06	0.00	2.20	-	0.00	2.10	-	-	-	-
2019/04/03	05:14	0.00	0.00	0.00	0.00	0.00	0.28	-37.50	0.00	-	0.00	4.63	0.43	9.77	-	3.09	0.00	-	-	-	-
2019/04/03	05:15	0.00	0.00	0.00	0.00	0.00	0.11	-37.50	0.00	-	0.00	3.40	0.00	1.06	-	1.94	0.79	-	-	-	-
2019/04/03	05:16	0.00	0.00	0.00	0.00	0.00	0.35	-37.50	0.00	-	0.00	0.00	0.46	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	05:17	0.00	0.00	0.00	0.00	0.00	0.47	-37.50	0.00	-	0.00	5.67	0.00	6.66	-	3.76	0.00	-	-	-	-
2019/04/03	05:18	0.00	0.00	0.00	0.00	0.00	0.40	-37.50	0.00	-	0.00	2.75	0.00	6.95	-	0.00	1.88	-	-	-	-
2019/04/03	05:19	0.00	0.00	0.00	0.00	0.00	0.04	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	05:20	0.00	0.00	0.00	0.00	0.00	0.34	-37.50	0.00	-	0.00	9.36	1.53	20.76	-	0.00	0.00	-	-	-	-
2019/04/03	05:21	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	1.63	0.00	0.00	-	1.35	0.00	-	-	-	-
2019/04/03	05:22	0.00	0.00	0.00	0.00	0.00	-0.24	-37.50	0.00	-	0.00	1.73	0.00	0.00	-	0.00	2.42	-	-	-	-
2019/04/03	05:23	0.00	0.00	0.00	0.00	0.00	0.17	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	05:24	0.00	0.00	0.00	0.00	0.00	-0.05	-37.50	0.00	-	0.00	6.43	0.00	3.61	-	0.56	0.00	-	-	-	-
2019/04/03	05:25	0.00	0.00	0.00	0.00	0.00	0.01	-37.50	0.00	-	0.00	5.96	0.00	4.08	-	2.77	2.76	-	-	-	-
2019/04/03	05:26	0.00	0.00	0.00	0.00	0.00	0.35	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	05:27	0.00	0.00	0.00	0.00	0.00	-0.14	-37.50	0.00	-	0.00	9.54	0.00	10.52	-	2.78	3.03	-	-	-	-
2019/04/03	05:28	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	0.00	-	0.00	1.97	0.00	0.00	-	0.00	4.64	-	-	-	-
2019/04/03	05:29	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	0.00	-	0.00	1.24	0.00	3.87	-	0.96	4.48	-	-	-	-
2019/04/03	05:30	0.00	0.00	0.00	0.00	0.00	-0.05	-37.50	0.00	-	0.00	4.99	0.00	2.56	-	4.76	1.12	-	-	-	-
2019/04/03	05:31	0.00	0.00	0.00	0.00	0.00	0.31	-37.50	0.00	-	0.00	1.05	0.00	5.54	-	0.00	3.75	-	-	-	-
2019/04/03	05:32	0.00	0.00	0.00	0.00	0.00	0.43	-37.50	0.00	-	0.00	3.27	0.00	0.00	-	0.00	2.26	-	-	-	-
2019/04/03	05:33	0.00	0.00	0.00	0.00	0.00	0.02	-37.50	0.00	-	0.00	7.21	0.00	1.66	-	0.00	0.00	-	-	-	-
2019/04/03	05:34	0.00	0.00	0.00	0.00	0.00	0.34	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.37	0.00	-	-	-	-
2019/04/03	05:35	0.00	0.00	0.00	0.00	0.00	-0.19	-37.50	0.00	-	0.00	0.13	0.00	0.73	-	3.15	1.30	-	-	-	-
2019/04/03	05:36	0.00	0.00	0.00	0.00	0.00	-0.32	-37.50	0.00	-	0.00	0.00	1.23	0.00	-	0.00	3.27	-	-	-	-
2019/04/03	05:37	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	5.14	1.39	9.26	-	5.60	0.00	-	-	-	-
2019/04/03	05:38	0.00	0.00	0.00	0.00	0.00	-0.29	-37.50	0.00	-	0.00	1.36	0.00	0.00	-	0.00	6.74	-	-	-	-
2019/04/03	05:39	0.00	0.00	0.00	0.00	0.00	-0.13	-37.50	0.00	-	0.00	0.00	0.28	0.00	-	0.00	2.91	-	-	-	-
2019/04/03	05:40	0.00	0.00	0.00	0.00	0.00	-0.40	-37.50	0.00	-	0.00	4.14	2.60	13.91	-	2.40	1.61	-	-	-	-
2019/04/03	05:41	0.00	0.00	0.00	0.00	0.00	-0.31	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	3.98	-	-	-	-
2019/04/03	05:42	0.00	0.00	0.00	0.00	0.00	0.36	-37.50	0.00	-	0.00	5.99	0.00	4.72	-	1.61	0.16	-	-	-	-
2019/04/03	05:43	0.00	0.00	0.00	0.00	0.00	0.11	-37.50	0.00	-	0.00	8.66	0.00	0.00	-	0.00	2.40	-	-	-	-
2019/04/03	05:44	0.00	0.00	0.00	0.00	0.00	0.29	-37.50	0.00	-	0.00	2.99	0.00	4.05	-	4.90	0.00	-	-	-	-
2019/04/03	05:45	0.00	0.00	0.00	0.00	0.00	-0.27	-37.50	0.00	-	0.00	0.61	0.00	0.00	-	0.00	4.45	-	-	-	-
2019/04/03	05:46	0.00	0.00	0.00	0.00	0.00	0.32	-37.50	0.00	-	0.00	0.00	1.14	0.00	-	0.59	0.00	-	-	-	-
2019/04/03	05:47	0.00	0.00	0.00	0.00	0.00	-0.11	-37.50	0.00	-	0.00	4.93	0.00	9.10	-	6.21	0.00	-	-	-	-
2019/04/03	05:48	0.00	0.00	0.00	0.00	0.00	0.35	-37.50	0.00	-	0.00	5.06	0.00	0.00	-	0.00	7.03	-	-	-	-
2019/04/03	05:49	0.00	0.00	0.00	0.00	0.00	0.03	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	2.03	0.00	-	-	-	-
2019/04/03	05:50	0.00	0.00	0.00	0.00	0.00	-0.15	-37.50	0.00	-	0.00	12.08	0.00	7.94	-	0.00	2.37	-	-	-	-
2019/04/03	05:51	0.00	0.00	0.00	0.00	0.00	0.28	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	05:52	0.00	0.00	0.00	0.00	0.00	0.53	-37.50	0.00	-	0.00	8.67	0.00	5.90	-	0.56	2.39	-	-	-	-
2019/04/03	05:53	0.00	0.00	0.00	0.00	0.00	0.51	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	05:54	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	7.47	0.00	6.51	-	3.42	0.00	-	-	-	-
2019/04/03	05:55	0.00	0.00	0.00	0.00	0.00	0.16	-37.50	0.00	-	0.00	0.00	0.00	0.93	-	3.43	2.43	-	-	-	-
2019/04/03	05:56	0.00	0.00	0.00	0.00	0.00	-0.28	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	3.14	-	-	-	-
2019/04/03	05:57	0.00	0.00	0.00	0.00	0.00	-0.05	-37.50	0.00	-	0.00	6.20	1.95	11.06	-	3.48	0.00	-	-	-	-
2019/04/03	05:58	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	2.89	-	-	-	-
2019/04/03	05:59	0.00	0.00	0.00	0.00	0.00	-0.36	-37.50	0.00	-	0.00	0.00	1.36	1.82	-	3.36	2.32	-	-	-	-
2019/04/03	06:00	0.00	0.00	0.00	0.00	0.00	-0.28	-37.50	0.00	-	0.00	4.32	1.96	0.00	-	0.00	2.76	-	-	-	-
2019/04/03	06:01	0.00	0.00	0.00	0.00	0.00	0.05	-37.50	0.00	-	0.00	6.08	0.80	2.72	-	0.00	2.57	-	-	-	-
2019/04/03	06:02	0.00	0.00	0.00	0.00	0.00	-0.25	-37.50	0.00	-	0.00	0.00	0.93	4.04	-	0.00	2.43	-	-	-	-
2019/04/03	06:03	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	7.47	1.40	8.01	-	0.00	0.00	-	-	-	-
2019/04/03	06:04	0.00	0.00	0.00	0.00	0.00	0.16	-37.50	0.00	-	0.00	5.25	0.00	0.00	-	0.00	1.99	-	-	-	-
2019/04/03	06:05	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	3.40	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	06:06	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	3.67	0.47	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	06:07	0.00	0.00	0.00	0.00	0.00	0.11	-37.50	0.00	-	0.00	6.20	0.00	5.26	-	0.00	0.00	-	-	-	-
2019/04/03	06:08	0.00	0.00	0.00	0.00	0.00	-0.08	-37.50	0.00	-	0.00	3.81	0.00	2.49	-	0.00	1.02	-	-	-	-
2019/04/03	06:09	0.00	0.00	0.00	0.00	0.00	0.01	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	06:10	0.00	0.00	0.00	0.00	0.00	0.36	-37.50	0.00	-	0.00	6.84	1.21	14.24	-	3.46	0.06	-	-	-	-
2019/04/03	06:11	0.00	0.00	0.00	0.00	0.00	-0.18	-37.50	0.00	-	0.00	1.30	0.00	0.00	-	0.00	5.03	-	-	-	-
2019/04/03	06:12	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	4.37	0.00	0.11	-	0.00	2.20	-	-	-	-
2019/04/03	06:13	0.00	0.00	0.00	0.00	0.00	-0.27	-37.50	0.00	-	0.00	1.23	0.00	0.26	-	0.00	0.00	-	-	-	-
2019/04/03	06:14	0.00	0.00	0.00	0.00	0.00	0.39	-37.50	0.00	-	0.00	5.86	0.74	5.77	-	1.03	1.66	-	-	-	-
2019/04/03	06:15	0.00	0.00	0.00	0.00	0.00	-0.08	-37.50	0.00	-	0.00	4.25	0.00	5.94	-	1.58	2.21	-	-	-	-
2019/04/03	06:16	0.00	0.00	0.00	0.00	0.00	0.36	-37.50	0.00	-	0.00	0.00	1.19	0.00	-	0.00	2.34	-	-	-	-
2019/04/03	06:17	0.00	0.00	0.00	0.00	0.00	0.23	-37.50	0.00	-	0.00	5.93	0.00	7.64	-	6.81	0.00	-	-	-	-
2019/04/03	06:18	0.00	0.00	0.00	0.00	0.00	0.08	-37.50	0.00	-	0.00	0.93	0.00	4.13	-	0.00	6.80	-	-	-	-
2019/04/03	06:19	0.00	0.00	0.00	0.00	0.00	0.33	-37.50	0.00	-	0.00	0.00	0.00	0.78	-	1.99	0.00	-	-	-	-
2019/04/03	06:20	0.00	0.00	0.00	0.00	0.00	0.40	-37.50	0.00	-	0.00	13.05	0.00	15.99	-	0.00	0.00	-	-	-	-
2019/04/03	06:21	0.00	0.00	0.00	0.00	0.00	0.39	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.61	0.00	-	-	-	-
2019/04/03	06:22	0.00	0.00	0.00	0.00	0.00	0.51	-37.50	0.00	-	0.00	5.75	0.00	9.87	-	0.35	0.87	-	-	-	-
2019/04/03	06:23	0.00	0.00	0.00	0.00	0.00	0.56	-37.50	0.00	-	0.00	1.89	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	06:24	0.00	0.00	0.00	0.00	0.00	0.47	-37.50	0.00	-	0.00	7.60	0.00	10.89	-	1.58	0.00	-	-	-	-
2019/04/03	06:25	0.00	0.00	0.00	0.00	0.00	0.01	-37.50	0.00	-	0.00	3.07	0.00	1.68	-	0.00	3.11	-	-	-	-
2019/04/03	06:26	0.00	0.00	0.00	0.00	0.00	0.45	-37.50	0.00	-	0.00	0.00	0.96	3.17	-	0.32	0.48	-	-	-	-
2019/04/03	06:27	0.00	0.00	0.00	0.00	0.00	0.30	-37.50	0.00	-	0.00	8.26	0.00	12.00	-	6.74	0.00	-	-	-	-
2019/04/03	06:28	0.00	0.00	0.00	0.00	0.00	-0.05	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	6.08	-	-	-	-
2019/04/03	06:29	0.00	0.00	0.00	0.00	0.00	-0.08	-37.50	0.00	-	0.00	0.00	1.24	5.47	-	1.78	3.59	-	-	-	-
2019/04/03	06:30	0.00	0.00	0.00	0.00	0.00	0.10	-37.50	0.00	-	0.00	7.43	0.00	4.38	-	6.59	0.00	-	-	-	-
2019/04/03	06:31	0.00	0.00	0.00	0.00	0.00	0.23	-37.50	0.00	-	0.00	3.37	0.00	5.34	-	0.00	6.91	-	-	-	-
2019/04/03	06:32	0.00	0.00	0.00	0.00	0.00	0.35	-37.50	0.00	-	0.00	0.00	0.00	1.38	-	1.39	0.00	-	-	-	-
2019/04/03	06:33	0.00	0.00	0.00	0.00	0.00	0.58	-37.50	0.00	-	0.00	9.54	0.00	14.98	-	0.00	0.00	-	-	-	-
2019/04/03	06:34	0.00	0.00	0.00	0.00	0.00	-0.02	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.22	0.00	-	-	-	-
2019/04/03	06:35	0.00	0.00	0.00	0.00	0.00	-0.32	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	2.87	3.43	-	-	-	-
2019/04/03	06:36	0.00	0.00	0.00	0.00	0.00	-0.13	-37.50	0.00	-	0.00	0.00	0.93	0.00	-	0.00	3.23	-	-	-	-
2019/04/03	06:37	0.00	0.00	0.00	0.00	0.00	-0.16	-37.50	0.00	-	0.00	4.59	0.00	2.80	-	5.52	1.05	-	-	-	-
2019/04/03	06:38	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	3.02	3.37	-	-	-	-
2019/04/03	06:39	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.64	4.61	-	-	-	-
2019/04/03	06:40	0.00	0.00	0.00	0.00	0.00	0.27	-37.50	0.00	-	0.00	5.06	1.43	4.76	-	0.00	0.00	-	-	-	-
2019/04/03	06:41	0.00	0.00	0.00	0.00	0.00	0.25	-37.50	0.00	-	0.00	3.03	0.00	0.04	-	0.96	1.92	-	-	-	-
2019/04/03	06:42	0.00	0.00	0.00	0.00	0.00	0.29	-37.50	0.00	-	0.00	8.70	0.00	3.90	-	2.05	3.57	-	-	-	-
2019/04/03	06:43	0.00	0.00	0.00	0.00	0.00	0.15	-37.50	0.00	-	0.00	0.00	0.11	0.00	-	0.00	0.38	-	-	-	-
2019/04/03	06:44	0.00	0.00	0.00	0.00	0.00	-0.17	-37.50	0.00	-	0.00	7.17	0.00	9.45	-	5.01	0.00	-	-	-	-
2019/04/03	06:45	0.00	0.00	0.00	0.00	0.00	0.33	-37.50	0.00	-	0.00	1.20	0.00	0.00	-	0.00	5.07	-	-	-	-
2019/04/03	06:46	0.00	0.00	0.00	0.00	0.00	0.26	-37.50	0.00	-	0.00	0.00	0.08	5.52	-	0.00	2.15	-	-	-	-
2019/04/03	06:47	0.00	0.00	0.00	0.00	0.00	0.20	-37.50	0.00	-	0.00	6.52	0.93	13.45	-	0.00	0.00	-	-	-	-
2019/04/03	06:48	0.00	0.00	0.00	0.00	0.00	0.56	-37.50	0.00	-	0.00	5.21	0.00	0.00	-	0.00	1.86	-	-	-	-
2019/04/03	06:49	0.00	0.00	0.00	0.00	0.00	0.02	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.03	0.00	-	-	-	-
2019/04/03	06:50	0.00	0.00	0.00	0.00	0.00	-0.03	-37.50	0.00	-	0.00	3.73	0.00	0.00	-	0.00	0.54	-	-	-	-
2019/04/03	06:51	0.00	0.00	0.00	0.00	0.00	0.06	-37.50	0.00	-	0.00	0.00	0.00	3.86	-	2.48	0.00	-	-	-	-
2019/04/03	06:52	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	3.33	0.00	6.17	-	0.65	0.90	-	-	-	-
2019/04/03	06:53	0.00	0.00	0.00	0.00	0.00	0.04	-37.50	0.00	-	0.00	0.00	0.50	0.00	-	0.00	1.82	-	-	-	-
2019/04/03	06:54	0.00	0.00	0.00	0.00	0.00	-0.09	-37.50	0.00	-	0.00	2.93	0.05	6.94	-	6.84	0.00	-	-	-	-
2019/04/03	06:55	0.00	0.00	0.00	0.00	0.00	0.31	-37.50	0.00	-	0.00	0.00	0.00	4.11	-	0.00	2.45	-	-	-	-
2019/04/03	06:56	0.00	0.00	0.00	0.00	0.00	-0.15	-37.50	0.00	-	0.00	1.82	0.00	0.00	-	0.00	0.78	-	-	-	-
2019/04/03	06:57	0.00	0.00	0.00	0.00	0.00	-0.23	-37.50	0.00	-	0.00	5.80	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	06:58	0.00	0.00	0.00	0.00	0.00	0.34	-37.50	0.00	-	0.00	2.61	0.00	0.00	-	0.82	0.24	-	-	-	-
2019/04/03	06:59	0.00	0.00	0.00	0.00	0.00	0.06	-37.50	0.00	-	0.00	0.00	0.00	1.92	-	1.86	0.48	-	-	-	-
2019/04/03	07:00	0.00	0.00	0.00	0.03	0.00	0.07	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	0.31	-	-	-	-
2019/04/03	07:01	0.00	0.00	0.00	0.00	0.00	0.02	-37.50	0.00	-	0.00	7.44	0.00	3.47	-	0.00	1.70	-	-	-	-
2019/04/03	07:02	0.00	0.00	0.00	0.07	0.00	0.48	-37.50	0.00	-	0.00	5.83	0.00	3.12	-	0.00	0.00	-	-	-	-
2019/04/03	07:03	0.00	0.00	0.00	0.10	0.00	0.56	-37.50	0.00	-	0.00	8.82	0.00	6.62	-	0.00	0.50	-	-	-	-
2019/04/03	07:04	0.00	0.00	0.00	0.00	0.00	0.65	-37.50	0.00	-	0.00	4.50	0.00	0.00	-	0.00	4.65	-	-	-	-
2019/04/03	07:05	0.00	0.00	0.00	0.00	0.00	0.20	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	3.56	0.85	-	-	-	-
2019/04/03	07:06	0.00	0.00	0.00	0.04	0.00	0.40	-37.50	0.00	-	0.00	5.72	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	07:07	0.00	0.00	0.00	0.00	0.00	0.43	-37.50	0.00	-	0.00	2.00	0.00	2.07	-	3.02	0.00	-	-	-	-
2019/04/03	07:08	0.00	0.00	0.00	0.01	0.00	-0.19	-37.50	0.00	-	0.00	0.00	0.00	5.11	-	2.44	3.96	-	-	-	-
2019/04/03	07:09	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.00	-	0.00	0.00	0.29	0.00	-	3.60	0.00	-	-	-	-
2019/04/03	07:10	0.00	0.00	0.00	0.04	0.00	0.19	-37.50	0.00	-	0.00	5.90	0.90	11.33	-	6.80	1.88	-	-	-	-
2019/04/03	07:11	0.00	0.00	0.00	0.00	0.00	-0.13	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.07	5.58	-	-	-	-
2019/04/03	07:12	0.00	0.00	0.00	0.00	0.00	0.19	-37.50	0.00	-	0.00	0.00	0.53	0.00	-	1.57	1.26	-	-	-	-
2019/04/03	07:13	0.00	0.00	0.00	0.00	0.00	0.43	-37.50	0.00	-	0.00	6.95	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	07:14	0.00	0.00	0.00	0.00	0.00	-0.04	-37.50	0.00	-	0.00	3.95	0.00	6.06	-	4.52	0.34	-	-	-	-
2019/04/03	07:15	0.00	0.00	0.00	0.00	0.00	-0.28	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	2.77	3.82	-	-	-	-
2019/04/03	07:16	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	0.00	-	0.00	0.00	1.77	0.00	-	1.22	4.13	-	-	-	-
2019/04/03	07:17	0.00	0.00	0.00	0.00	0.00	-0.17	-37.50	0.00	-	0.00	0.07	2.61	7.07	-	5.12	0.03	-	-	-	-
2019/04/03	07:18	0.00	0.00	0.00	0.00	0.00	0.07	-37.50	0.00	-	0.00	6.11	0.00	0.00	-	0.00	7.80	-	-	-	-
2019/04/03	07:19	0.00	0.00	0.00	0.00	0.00	-0.36	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.07	2.97	-	-	-	-
2019/04/03	07:20	0.00	0.00	0.00	0.00	0.00	0.30	-37.50	0.00	-	0.00	5.53	1.84	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	07:21	0.00	0.00	0.00	0.00	0.00	-0.23	-37.50	0.00	-	0.00	3.36	0.00	0.00	-	0.00	1.98	-	-	-	-
2019/04/03	07:22	0.00	0.00	0.00	0.00	0.00	0.11	-37.50	0.00	-	0.00	2.11	1.56	9.09	-	0.42	0.92	-	-	-	-
2019/04/03	07:23	0.00	0.00	0.00	0.00	0.00	0.24	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	1.22	-	-	-	-
2019/04/03	07:24	0.00	0.00	0.00	0.00	0.00	0.26	-37.50	0.00	-	0.00	4.13	0.00	9.69	-	5.89	0.00	-	-	-	-
2019/04/03	07:25	0.00	0.00	0.00	0.00	0.00	-0.17	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	6.92	-	-	-	-
2019/04/03	07:26	0.00	0.00	0.00	0.00	0.00	0.34	-37.50	0.00	-	0.00	0.00	1.15	0.00	-	0.33	0.00	-	-	-	-
2019/04/03	07:27	0.00	0.00	0.00	0.00	0.00	0.39	-37.50	0.00	-	0.00	11.46	0.92	10.44	-	0.00	1.34	-	-	-	-
2019/04/03	07:28	0.00	0.00	0.00	0.00	0.00	0.41	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	1.77	0.00	-	-	-	-
2019/04/03	07:29	0.00	0.00	0.00	0.00	0.00	0.02	-37.50	0.00	-	0.00	0.00	0.00	0.00	-	0.00	1.19	-	-	-	-
2019/04/03	07:30	0.00	0.00	0.00	0.00	0.00	0.39	-37.50	0.01	-	0.00	9.37	1.38	16.48	-	2.80	0.00	-	-	-	-
2019/04/03	07:31	0.00	0.00	0.00	0.00	0.00	-0.13	-37.50	0.02	-	0.00	0.00	0.00	0.00	-	0.00	4.00	-	-	-	-
2019/04/03	07:32	0.00	0.00	0.00	0.00	0.00	0.07	-37.50	0.02	-	0.00	0.00	0.77	1.29	-	3.57	0.37	-	-	-	-
2019/04/03	07:33	0.00	0.00	0.00	0.07	0.00	0.28	-37.50	0.04	-	0.00	0.00	1.23	0.00	-	0.00	0.70	-	-	-	-
2019/04/03	07:34	0.00	0.00	0.00	0.06	0.00	-0.18	-37.50	0.05	-	0.00	2.01	0.00	8.81	-	4.65	0.00	-	-	-	-
2019/04/03	07:35	0.00	0.00	0.00	0.01	0.00	0.13	-37.50	0.07	-	0.00	0.04	0.93	0.00	-	0.00	3.49	-	-	-	-
2019/04/03	07:36	0.00	0.00	0.00	0.01	0.00	0.06	-37.50	0.09	-	0.00	0.00	0.00	0.00	-	0.56	0.00	-	-	-	-
2019/04/03	07:37	0.00	0.00	0.00	0.07	0.00	0.14	-37.50	0.12	-	0.00	2.17	2.70	9.99	-	2.72	1.31	-	-	-	-
2019/04/03	07:38	0.00	0.00	0.00	0.00	0.00	0.16	-37.50	0.16	-	0.00	4.24	0.00	3.74	-	0.00	4.35	-	-	-	-
2019/04/03	07:39	0.00	0.00	0.00	0.00	0.00	0.35	-37.50	0.20	-	0.00	3.57	0.00	0.00	-	2.87	0.00	-	-	-	-
2019/04/03	07:40	0.00	0.00	0.00	0.00	0.00	-0.24	-37.50	0.25	-	0.00	4.22	0.04	1.08	-	0.00	3.11	-	-	-	-
2019/04/03	07:41	0.00	0.00	0.00	0.00	0.00	0.08	-37.50	0.32	-	0.00	0.64	0.00	0.00	-	3.72	0.00	-	-	-	-
2019/04/03	07:42	0.00	0.00	0.00	0.00	0.00	0.18	-37.50	0.40	-	0.00	0.00	0.31	7.58	-	1.75	0.00	-	-	-	-
2019/04/03	07:43	0.00	0.00	0.00	0.00	0.00	-0.25	-37.50	0.50	-	0.00	0.00	0.00	0.00	-	0.00	2.71	-	-	-	-
2019/04/03	07:44	0.00	0.00	0.00	0.00	0.00	0.04	-37.50	0.60	-	0.00	3.22	1.33	5.16	-	7.04	0.00	-	-	-	-
2019/04/03	07:45	0.00	0.00	0.00	0.00	0.00	0.10	-37.50	0.73	-	0.00	1.66	0.00	0.00	-	0.00	5.25	-	-	-	-
2019/04/03	07:46	0.00	0.00	0.00	0.00	0.00	0.32	-37.50	0.87	-	0.00	0.00	0.52	6.28	-	1.20	1.64	-	-	-	-
2019/04/03	07:47	0.00	0.00	0.00	0.00	0.00	0.36	-37.50	1.02	-	0.00	8.84	1.45	11.21	-	0.00	1.60	-	-	-	-
2019/04/03	07:48	0.00	0.00	0.00	0.00	0.00	0.39	-37.50	1.17	-	0.00	0.00	0.00	0.00	-	1.89	0.00	-	-	-	-
2019/04/03	07:49	0.00	0.00	0.00	0.00	0.00	0.30	-37.50	1.36	-	0.00	1.39	0.00	0.55	-	0.99	2.89	-	-	-	-
2019/04/03	07:50	0.00	0.00	0.00	0.00	0.00	-0.23	-37.50	1.54	-	0.00	0.00	0.00	0.00	-	0.00	0.05	-	-	-	-
2019/04/03	07:51	0.00	0.00	0.00	0.00	0.00	0.00	-37.50	1.75	-	0.00	0.00	2.54	3.72	-	1.79	0.00	-	-	-	-
2019/04/03	07:52	0.00	0.00	0.00	0.00	0.00	0.40	-37.50	1.96	-	0.00	2.22	0.00	0.69	-	1.89	1.13	-	-	-	-
2019/04/03	07:53	0.00	0.07	0.00	0.00	0.00	-0.12	-37.50	2.19	-	0.00	0.00	0.00	0.00	-	1.63	1.99	-	-	-	-
2019/04/03	07:54	0.00	0.46	0.00	0.00	0.00	-0.11	-37.50	2.43	-	0.00	0.00	2.76	4.01	-	2.01	0.89	-	-	-	-
2019/04/03	07:55	0.00	0.85	0.00	0.00	0.00	0.32	-37.50	2.69	-	0.00	0.82	0.00	2.29	-	0.00	2.75	-	-	-	-
2019/04/03	07:56	0.15	1.11	0.29	0.00	0.00	0.44	-37.50	2.96	-	0.00	5.05	0.00	0.64	-	0.00	0.45	-	-	-	-
2019/04/03	07:57	0.69	1.51	0.71	0.00	0.00	-0.07	-37.50	3.27	-	0.00	4.97	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	07:58	1.10	1.87	1.20	0.00	0.00	-0.33	-37.50	3.57	-	0.00	0.00	0.03	0.00	-	1.64	2.38	-	-	-	-
2019/04/03	07:59	1.70	2.09	1.75	0.00	0.00	-0.46	-37.50	3.93	-	0.00	0.00	0.04	0.00	-	1.01	2.46	-	-	-	-
2019/04/03	08:00	2.39	2.36	2.42	0.00	0.00	-0.25	-37.50	4.31	-	0.00	0.00	0.87	0.00	-	0.00	1.73	-	-	-	-
2019/04/03	08:01	3.06	2.79	3.01	0.00	0.00	0.07	-37.50	4.72	-	0.00	7.17	0.00	5.41	-	0.00	2.18	-	-	-	-
2019/04/03	08:02	3.85	3.30	3.79	0.00	0.00	-0.02	-37.50	5.13	-	0.00	0.00	0.00	1.45	-	0.00	1.00	-	-	-	-
2019/04/03	08:03	4.55	3.92	4.43	0.00	0.00	0.10	-37.50	5.59	-	0.00	3.07	0.00	0.00	-	0.00	0.00	-	-	-	-
2019/04/03	08:04	5.29	4.49	5.30	0.00	0.00	0.01	-37.50	6.07	-	0.00	1.21	0.00	0.00	-	0.03	0.80	-	-	-	-
