yyyy/mm/dd	hh:mm	V_Viento	D_Viento	Temp_Air	Rad_Dir	Ele_Sol	Ori_Sol	Top	Mid	Bot	Cal_Top	Cal_Mid	Cal_Bot	Pres_Aire
2019/04/03	03:28	0.684	245.958	9.460	0.335	NaN	75.228	-0.437	-0.433	-0.525	6.691	5.061	5.836	350.014
2019/04/03	03:29	0.580	246.833	9.447	0.083	NaN	75.228	-0.440	-0.434	-0.521	5.961	3.795	6.872	350.014
2019/04/03	03:30	0.439	243.376	9.393	0.000	NaN	75.228	-0.440	-0.435	-0.522	4.953	4.160	7.070	350.014
2019/04/03	03:31	0.461	223.380	9.365	0.024	NaN	75.226	-0.437	-0.434	-0.526	3.044	8.272	5.824	350.014
2019/04/03	03:32	0.620	221.246	9.362	0.063	NaN	75.226	-0.436	-0.434	-0.528	7.508	4.800	2.823	350.014
2019/04/03	03:33	0.653	216.930	9.358	0.183	NaN	75.226	-0.432	-0.433	-0.530	7.143	5.432	6.886	350.014
2019/04/03	03:34	0.681	217.720	9.404	0.316	NaN	75.226	-0.434	-0.433	-0.526	6.562	4.458	5.401	350.014
2019/04/03	03:35	0.671	221.915	9.467	0.320	NaN	75.226	-0.440	-0.434	-0.521	7.827	7.511	2.864	350.014
2019/04/03	03:36	0.683	225.800	9.480	0.281	NaN	75.226	-0.439	-0.434	-0.521	9.053	4.042	5.062	350.014
2019/04/03	03:37	0.690	230.419	9.486	0.241	NaN	75.224	-0.441	-0.435	-0.519	9.904	1.416	7.502	350.014
2019/04/03	03:38	0.625	231.493	9.490	0.272	NaN	75.224	-0.441	-0.435	-0.519	8.558	6.205	3.703	350.014
2019/04/03	03:39	0.676	236.115	9.501	0.243	NaN	75.224	-0.439	-0.434	-0.522	4.336	6.691	5.266	350.014
2019/04/03	03:40	0.690	242.914	9.499	0.144	NaN	75.224	-0.437	-0.433	-0.524	5.844	6.541	3.712	350.014
2019/04/03	03:41	0.693	242.701	9.501	0.188	NaN	75.224	-0.436	-0.434	-0.528	5.961	6.397	7.130	350.014
2019/04/03	03:42	0.828	242.826	9.557	0.313	NaN	75.224	-0.442	-0.435	-0.521	8.434	4.430	5.348	350.014
2019/04/03	03:43	0.812	244.255	9.593	0.416	NaN	75.222	-0.448	-0.436	-0.514	4.412	6.325	5.662	350.014
2019/04/03	03:44	0.939	247.537	9.593	0.611	NaN	75.222	-0.441	-0.434	-0.521	7.402	5.566	6.242	350.014
2019/04/03	03:45	0.851	301.983	9.572	0.799	NaN	75.222	-0.441	-0.434	-0.521	6.926	7.574	6.136	350.014
2019/04/03	03:46	0.699	295.047	9.540	0.566	NaN	75.222	-0.441	-0.434	-0.522	6.350	4.775	7.967	350.014
2019/04/03	03:47	1.312	235.989	9.652	0.682	NaN	75.222	-0.438	-0.433	-0.522	8.402	7.429	5.861	350.014
2019/04/03	03:48	1.496	234.067	9.739	1.317	NaN	75.220	-0.438	-0.434	-0.526	0.068	9.003	9.465	350.014
2019/04/03	03:49	1.402	244.852	9.693	1.338	NaN	75.220	-0.434	-0.432	-0.527	11.166	6.078	6.338	350.014
2019/04/03	03:50	1.308	259.128	9.624	0.893	NaN	75.220	-0.437	-0.433	-0.524	6.896	3.727	6.965	350.014
2019/04/03	03:51	1.151	251.469	9.591	0.526	NaN	75.220	-0.439	-0.434	-0.525	9.208	7.014	2.192	350.014
2019/04/03	03:52	1.255	243.084	9.610	0.512	NaN	75.220	-0.441	-0.434	-0.521	7.669	7.097	3.181	350.014
2019/04/03	03:53	1.255	240.917	9.604	0.703	NaN	75.220	-0.441	-0.434	-0.520	7.192	7.389	2.770	350.014
2019/04/03	03:54	1.168	259.579	9.577	0.780	NaN	75.218	-0.438	-0.433	-0.521	5.539	7.490	4.081	350.014
2019/04/03	03:55	1.042	267.954	9.541	0.746	NaN	75.218	-0.435	-0.432	-0.524	7.558	8.528	5.824	350.014
2019/04/03	03:56	0.886	261.883	9.494	0.633	NaN	75.218	-0.434	-0.430	-0.524	7.700	5.653	6.414	350.014
2019/04/03	03:57	0.729	265.738	9.431	0.328	NaN	75.218	-0.433	-0.430	-0.526	7.523	7.521	7.664	350.014
2019/04/03	03:58	0.738	248.635	9.406	0.036	NaN	75.218	-0.434	-0.433	-0.528	8.899	5.593	4.892	350.014
2019/04/03	03:59	0.952	240.822	9.442	0.141	NaN	75.218	-0.440	-0.434	-0.521	6.910	4.995	6.285	350.014
2019/04/03	04:00	0.866	234.490	9.424	0.189	NaN	75.216	-0.439	-0.433	-0.521	5.565	4.424	8.851	350.014
2019/04/03	04:01	0.559	229.697	9.368	0.048	NaN	75.216	-0.437	-0.434	-0.527	8.124	8.497	2.728	350.014
2019/04/03	04:02	0.588	240.125	9.374	0.030	NaN	75.216	-0.438	-0.436	-0.530	3.970	9.304	7.865	350.014
2019/04/03	04:03	0.683	252.373	9.390	0.154	NaN	75.216	-0.439	-0.434	-0.523	10.018	6.292	2.056	350.014
2019/04/03	04:04	0.727	287.964	9.363	0.153	NaN	75.216	-0.440	-0.434	-0.521	10.326	1.848	4.813	350.014
2019/04/03	04:05	0.631	300.899	9.293	0.029	NaN	75.213	-0.439	-0.434	-0.523	7.659	5.775	6.372	350.014
2019/04/03	04:06	0.649	252.299	9.258	0.000	NaN	75.213	-0.438	-0.434	-0.524	3.568	6.460	8.555	350.014
2019/04/03	04:07	0.789	249.742	9.280	0.000	NaN	75.213	-0.437	-0.434	-0.523	4.351	8.769	7.231	350.014
2019/04/03	04:08	0.704	281.177	9.286	0.000	NaN	75.213	-0.437	-0.433	-0.523	3.300	10.033	5.673	350.014
2019/04/03	04:09	0.466	275.812	9.249	0.000	NaN	75.213	-0.437	-0.434	-0.523	8.151	6.140	2.346	350.014
2019/04/03	04:10	0.554	247.712	9.248	0.000	NaN	75.213	-0.439	-0.434	-0.521	6.927	7.785	2.954	350.014
2019/04/03	04:11	0.690	234.391	9.262	0.000	NaN	75.211	-0.435	-0.433	-0.524	6.095	5.302	9.614	350.014
2019/04/03	04:12	0.561	254.139	9.257	0.000	NaN	75.211	-0.434	-0.432	-0.525	5.749	7.868	7.967	350.014
2019/04/03	04:13	0.450	279.708	9.223	0.000	NaN	75.211	-0.437	-0.433	-0.522	6.612	8.293	8.520	350.014
2019/04/03	04:14	0.618	282.836	9.195	0.000	NaN	75.211	-0.438	-0.433	-0.523	6.612	4.682	8.503	350.014
2019/04/03	04:15	0.793	280.350	9.217	0.000	NaN	75.211	-0.435	-0.432	-0.525	8.044	6.644	6.400	350.014
2019/04/03	04:16	0.924	279.839	9.280	0.002	NaN	75.209	-0.432	-0.431	-0.529	5.670	3.908	7.557	350.014
2019/04/03	04:17	0.926	266.968	9.312	0.002	NaN	75.209	-0.437	-0.432	-0.524	4.320	4.346	4.537	350.014
2019/04/03	04:18	0.978	251.338	9.375	0.094	NaN	75.209	-0.437	-0.431	-0.519	5.026	6.793	3.361	350.014
2019/04/03	04:19	1.121	236.592	9.437	0.300	NaN	75.209	-0.437	-0.432	-0.521	4.910	9.172	4.783	350.014
2019/04/03	04:20	0.952	238.096	9.447	0.343	NaN	75.209	-0.440	-0.433	-0.522	4.993	4.112	6.441	350.014
2019/04/03	04:21	0.685	235.987	9.461	0.223	NaN	75.209	-0.440	-0.433	-0.522	5.259	7.857	4.864	350.014
2019/04/03	04:22	0.528	238.167	9.452	0.247	NaN	75.207	-0.436	-0.432	-0.525	5.079	6.717	10.060	350.014
2019/04/03	04:23	0.715	269.086	9.432	0.273	NaN	75.207	-0.432	-0.431	-0.527	6.584	4.442	9.052	350.014
2019/04/03	04:24	0.874	263.728	9.436	0.188	NaN	75.207	-0.437	-0.432	-0.519	6.851	6.915	4.504	350.014
2019/04/03	04:25	0.746	253.511	9.369	0.092	NaN	75.207	-0.437	-0.432	-0.522	5.299	7.847	6.314	350.014
2019/04/03	04:26	0.483	288.256	9.203	0.016	NaN	75.207	-0.438	-0.433	-0.525	7.327	4.673	5.453	350.014
2019/04/03	04:27	0.503	272.136	9.150	0.001	NaN	75.207	-0.442	-0.435	-0.520	6.512	4.832	5.902	350.014
2019/04/03	04:28	0.584	251.562	9.172	0.010	NaN	75.205	-0.434	-0.433	-0.527	6.019	8.076	5.316	350.014
2019/04/03	04:29	0.645	254.775	9.248	0.009	NaN	75.205	-0.437	-0.433	-0.522	7.187	5.007	8.896	350.014
2019/04/03	04:30	0.774	246.016	9.400	0.000	NaN	75.205	-0.444	-0.435	-0.517	6.334	7.846	8.964	350.014
2019/04/03	04:31	0.600	253.838	9.463	0.000	NaN	75.205	-0.440	-0.434	-0.521	9.401	2.221	6.761	350.014
2019/04/03	04:32	0.624	270.635	9.452	0.000	NaN	75.205	-0.438	-0.433	-0.521	7.418	5.583	2.877	350.014
2019/04/03	04:33	0.702	264.564	9.453	0.003	NaN	75.203	-0.437	-0.433	-0.523	5.438	7.300	6.395	350.014
2019/04/03	04:34	0.664	246.478	9.440	0.036	NaN	75.203	-0.437	-0.433	-0.522	7.104	4.670	7.096	350.014
2019/04/03	04:35	0.740	254.402	9.406	0.041	NaN	75.203	-0.438	-0.433	-0.522	2.071	6.871	4.166	350.014
2019/04/03	04:36	0.759	271.129	9.336	0.009	NaN	75.203	-0.437	-0.433	-0.523	4.799	6.840	8.359	350.014
2019/04/03	04:37	0.903	278.443	9.305	0.000	NaN	75.203	-0.438	-0.433	-0.523	4.344	6.897	5.186	350.014
2019/04/03	04:38	0.859	252.145	9.332	0.004	NaN	75.203	-0.438	-0.433	-0.523	4.213	9.019	6.815	350.014
2019/04/03	04:39	1.012	243.585	9.398	0.037	NaN	75.201	-0.437	-0.433	-0.523	6.505	5.124	4.131	350.014
2019/04/03	04:40	1.468	269.212	9.527	0.362	NaN	75.201	-0.438	-0.432	-0.520	10.383	4.675	8.145	350.014
2019/04/03	04:41	1.198	289.667	9.505	0.557	NaN	75.201	-0.438	-0.432	-0.521	4.930	7.508	5.313	350.014
2019/04/03	04:42	0.965	274.760	9.406	0.280	NaN	75.201	-0.438	-0.432	-0.522	10.255	5.227	3.506	350.014
2019/04/03	04:43	1.138	245.561	9.406	0.126	NaN	75.201	-0.437	-0.433	-0.523	6.254	9.720	4.795	350.014
2019/04/03	04:44	1.096	259.209	9.390	0.162	NaN	75.201	-0.436	-0.432	-0.525	6.001	7.862	5.221	350.014
2019/04/03	04:45	0.956	280.346	9.341	0.093	NaN	75.199	-0.438	-0.432	-0.520	8.663	3.146	9.649	350.014
2019/04/03	04:46	0.910	281.662	9.272	0.006	NaN	75.199	-0.440	-0.433	-0.519	6.143	5.825	8.700	350.014
2019/04/03	04:47	0.934	268.443	9.292	0.009	NaN	75.199	-0.440	-0.433	-0.520	6.344	5.657	3.113	350.014
2019/04/03	04:48	1.071	266.206	9.334	0.019	NaN	75.199	-0.438	-0.432	-0.521	8.955	4.725	6.119	350.014
2019/04/03	04:49	1.154	272.751	9.344	0.192	NaN	75.199	-0.438	-0.432	-0.521	7.044	4.685	5.598	350.014
2019/04/03	04:50	1.137	273.315	9.368	0.337	NaN	75.197	-0.437	-0.432	-0.522	6.804	8.023	7.003	350.014
2019/04/03	04:51	1.087	271.209	9.353	0.250	NaN	75.197	-0.436	-0.432	-0.523	4.018	8.351	3.190	350.014
2019/04/03	04:52	0.883	267.557	9.304	0.103	NaN	75.197	-0.437	-0.432	-0.523	10.313	4.962	6.328	350.014
2019/04/03	04:53	0.787	253.077	9.235	0.008	NaN	75.197	-0.438	-0.433	-0.522	8.041	3.896	6.019	350.014
2019/04/03	04:54	0.737	238.060	9.147	0.000	NaN	75.197	-0.438	-0.433	-0.522	7.232	4.219	6.669	350.014
2019/04/03	04:55	0.677	227.591	9.057	0.000	NaN	75.197	-0.437	-0.433	-0.522	7.769	5.425	6.314	350.014
2019/04/03	04:56	0.654	205.772	8.972	0.000	NaN	75.195	-0.436	-0.434	-0.525	5.665	4.693	7.361	350.014
2019/04/03	04:57	0.569	197.097	8.878	0.000	NaN	75.195	-0.431	-0.432	-0.528	6.638	8.054	5.994	350.014
2019/04/03	04:58	0.436	243.474	8.786	0.000	NaN	75.195	-0.432	-0.431	-0.520	6.945	7.269	3.671	350.014
2019/04/03	04:59	0.363	274.645	8.728	0.000	NaN	75.195	-0.437	-0.434	-0.521	7.655	9.437	7.316	350.014
2019/04/03	05:00	0.255	262.716	8.678	0.000	NaN	75.195	-0.436	-0.435	-0.525	8.160	1.216	7.689	350.014
2019/04/03	05:01	0.288	268.486	8.643	0.000	NaN	75.193	-0.436	-0.434	-0.523	9.970	4.040	4.421	350.014
2019/04/03	05:02	0.395	282.213	8.632	0.000	NaN	75.193	-0.436	-0.434	-0.523	7.519	6.796	4.202	350.014
2019/04/03	05:03	0.329	288.127	8.624	0.000	NaN	75.193	-0.436	-0.434	-0.523	6.313	7.505	3.587	350.014
2019/04/03	05:04	0.326	297.357	8.593	0.000	NaN	75.193	-0.437	-0.434	-0.524	6.235	6.034	3.589	350.014
2019/04/03	05:05	0.347	306.759	8.520	0.000	NaN	75.193	-0.438	-0.436	-0.527	4.497	7.484	7.629	350.014
2019/04/03	05:06	0.297	301.888	8.469	0.000	NaN	75.193	-0.438	-0.437	-0.530	7.159	6.269	5.179	350.014
2019/04/03	05:07	0.183	282.896	8.431	0.000	NaN	75.191	-0.439	-0.435	-0.523	5.522	6.304	6.059	350.014
2019/04/03	05:08	0.231	204.657	8.374	0.000	NaN	75.191	-0.439	-0.435	-0.519	7.671	4.274	7.470	350.014
2019/04/03	05:09	0.322	145.277	8.286	0.000	NaN	75.191	-0.438	-0.437	-0.525	8.582	5.115	8.085	350.014
2019/04/03	05:10	0.361	155.880	8.187	0.000	NaN	75.191	-0.439	-0.437	-0.524	9.705	7.198	3.668	350.014
2019/04/03	05:11	0.363	158.090	8.121	0.000	NaN	75.191	-0.433	-0.435	-0.528	2.156	8.985	4.439	350.014
2019/04/03	05:12	0.272	121.843	8.126	0.000	NaN	75.191	-0.433	-0.434	-0.530	7.108	4.569	6.576	350.014
2019/04/03	05:13	0.224	105.800	8.157	0.000	NaN	75.308	-0.437	-0.436	-0.525	7.416	6.029	2.746	350.014
2019/04/03	05:14	0.203	114.392	8.158	0.000	NaN	75.477	-0.437	-0.434	-0.520	6.137	4.924	5.581	350.014
2019/04/03	05:15	0.207	115.979	8.151	0.000	NaN	75.647	-0.440	-0.435	-0.518	7.442	4.257	3.369	350.014
2019/04/03	05:16	0.184	107.925	8.112	0.000	NaN	75.816	-0.440	-0.436	-0.520	6.299	5.414	8.466	350.014
2019/04/03	05:17	0.236	55.102	8.045	0.000	NaN	75.979	-0.437	-0.435	-0.522	5.856	5.807	3.760	350.014
2019/04/03	05:18	0.418	10.743	8.008	0.000	NaN	76.147	-0.436	-0.435	-0.523	4.425	5.611	6.861	350.014
2019/04/03	05:19	0.446	19.498	8.016	0.000	NaN	76.315	-0.437	-0.435	-0.523	7.148	3.557	6.142	350.014
2019/04/03	05:20	0.328	52.640	8.097	0.000	NaN	76.484	-0.438	-0.435	-0.521	4.079	7.427	5.386	350.014
2019/04/03	05:21	0.310	212.585	8.144	0.000	NaN	76.652	-0.437	-0.435	-0.523	8.418	3.483	6.364	350.014
2019/04/03	05:22	0.275	223.237	8.099	0.000	NaN	76.820	-0.435	-0.434	-0.524	5.026	8.061	2.612	350.014
2019/04/03	05:23	0.153	160.685	8.052	0.000	NaN	76.987	-0.435	-0.434	-0.523	7.706	6.218	2.818	350.014
2019/04/03	05:24	0.153	174.590	8.030	0.000	NaN	77.153	-0.438	-0.435	-0.521	8.310	4.615	5.533	350.014
2019/04/03	05:25	0.202	112.711	8.043	0.000	NaN	77.321	-0.438	-0.435	-0.520	7.096	8.000	2.648	350.014
2019/04/03	05:26	0.169	69.602	8.035	0.000	NaN	77.487	-0.437	-0.434	-0.521	3.698	6.221	9.007	350.014
2019/04/03	05:27	0.244	192.087	7.935	0.000	NaN	77.654	-0.436	-0.434	-0.524	5.140	6.491	4.218	350.014
2019/04/03	05:28	0.391	355.074	7.791	0.000	NaN	77.821	-0.436	-0.435	-0.523	6.412	4.404	6.110	350.014
2019/04/03	05:29	0.491	180.017	7.702	0.000	NaN	77.987	-0.440	-0.436	-0.520	5.340	7.126	3.701	350.014
2019/04/03	05:30	0.527	1.217	7.663	0.000	NaN	78.153	-0.438	-0.435	-0.521	4.091	6.459	6.775	350.014
2019/04/03	05:31	0.514	178.649	7.623	0.000	NaN	78.319	-0.435	-0.434	-0.525	5.348	4.784	6.040	350.014
2019/04/03	05:32	0.491	355.475	7.582	0.000	NaN	78.484	-0.435	-0.434	-0.523	7.371	5.598	3.213	350.014
2019/04/03	05:33	0.403	181.741	7.589	0.000	NaN	78.650	-0.436	-0.435	-0.521	6.385	5.443	5.414	350.014
2019/04/03	05:34	0.330	14.285	7.646	0.000	NaN	78.815	-0.440	-0.435	-0.519	5.869	3.866	6.573	350.014
2019/04/03	05:35	0.369	14.098	7.708	0.000	NaN	78.980	-0.435	-0.433	-0.523	7.652	4.931	4.326	350.014
2019/04/03	05:36	0.442	5.045	7.716	0.000	NaN	79.148	-0.433	-0.432	-0.525	5.378	5.215	7.380	350.014
2019/04/03	05:37	0.387	3.783	7.693	0.000	NaN	79.313	-0.443	-0.435	-0.514	6.690	6.276	5.785	350.014
2019/04/03	05:38	0.284	34.712	7.737	0.000	NaN	79.478	-0.441	-0.433	-0.515	5.610	5.464	7.559	350.014
2019/04/03	05:39	0.238	82.437	7.788	0.000	NaN	79.643	-0.437	-0.432	-0.519	10.890	1.589	4.042	350.014
2019/04/03	05:40	0.278	91.048	7.840	0.000	NaN	79.807	-0.437	-0.432	-0.520	8.069	2.890	9.080	350.014
2019/04/03	05:41	0.384	79.189	7.957	0.000	NaN	79.970	-0.436	-0.433	-0.523	6.666	2.836	9.589	350.014
2019/04/03	05:42	0.420	74.545	8.045	0.000	NaN	80.135	-0.437	-0.433	-0.522	10.197	5.634	3.536	350.014
2019/04/03	05:43	0.381	62.384	8.085	0.000	NaN	80.299	-0.438	-0.433	-0.519	9.378	0.607	6.126	350.014
2019/04/03	05:44	0.327	46.705	8.110	0.000	NaN	80.463	-0.438	-0.433	-0.520	6.002	3.461	7.104	350.014
2019/04/03	05:45	0.287	45.576	8.137	0.000	NaN	80.627	-0.437	-0.433	-0.522	5.249	3.537	8.800	350.014
2019/04/03	05:46	0.289	56.561	8.214	0.000	NaN	80.790	-0.437	-0.433	-0.522	10.657	4.891	5.531	350.014
2019/04/03	05:47	0.315	65.312	8.280	0.000	NaN	80.953	-0.437	-0.433	-0.520	8.670	5.355	5.801	350.014
2019/04/03	05:48	0.282	59.220	8.282	0.000	NaN	81.117	-0.438	-0.432	-0.520	9.140	5.115	3.872	350.014
2019/04/03	05:49	0.280	50.177	8.264	0.000	NaN	81.280	-0.438	-0.432	-0.519	9.209	7.231	3.389	350.014
2019/04/03	05:50	0.368	50.178	8.255	0.000	NaN	81.443	-0.438	-0.432	-0.519	8.307	3.370	8.357	350.014
2019/04/03	05:51	0.439	26.754	8.211	0.000	NaN	81.606	-0.438	-0.432	-0.520	10.030	5.617	4.408	350.014
2019/04/03	05:52	0.501	8.207	8.119	0.000	NaN	81.768	-0.438	-0.432	-0.518	8.923	7.249	4.593	350.014
2019/04/03	05:53	0.514	49.757	8.106	0.000	NaN	81.931	-0.438	-0.431	-0.518	3.425	6.237	4.875	350.014
2019/04/03	05:54	0.444	107.316	8.123	0.000	NaN	82.094	-0.437	-0.432	-0.520	6.613	4.520	6.782	350.014
2019/04/03	05:55	0.411	112.157	8.138	0.000	NaN	82.257	-0.436	-0.431	-0.521	7.589	5.894	4.218	350.014
2019/04/03	05:56	0.414	59.125	8.149	0.000	-0.460	82.419	-0.437	-0.435	-0.520	7.183	10.401	5.863	350.014
2019/04/03	05:57	0.341	152.392	8.098	0.000	-0.161	82.582	-0.436	-0.434	-0.519	5.534	3.787	9.154	350.014
2019/04/03	05:58	0.356	312.772	8.023	0.000	0.080	82.744	-0.435	-0.430	-0.519	6.497	4.384	9.318	350.014
2019/04/03	05:59	0.345	222.395	7.986	0.000	0.240	82.909	-0.439	-0.435	-0.517	6.605	3.785	9.784	350.014
2019/04/03	06:00	0.235	98.809	8.011	0.000	0.400	83.071	-0.440	-0.438	-0.517	6.116	4.949	8.515	350.014
2019/04/03	06:01	0.290	75.364	8.064	0.000	0.563	83.233	-0.440	-0.436	-0.516	8.861	4.376	4.904	350.014
2019/04/03	06:02	0.315	52.175	8.103	0.000	0.721	83.390	-0.436	-0.429	-0.517	4.312	8.082	5.232	350.014
2019/04/03	06:03	0.279	196.016	8.053	0.000	0.888	83.551	-0.431	-0.424	-0.521	4.587	7.601	8.257	350.014
2019/04/03	06:04	0.359	185.801	7.960	0.000	1.056	83.713	-0.433	-0.428	-0.519	4.687	5.833	5.364	350.014
2019/04/03	06:05	0.486	27.787	7.938	0.000	1.226	83.875	-0.434	-0.428	-0.518	11.678	4.631	9.366	350.014
2019/04/03	06:06	0.440	20.994	7.945	0.000	1.397	84.037	-0.434	-0.430	-0.519	3.236	8.547	3.873	350.014
2019/04/03	06:07	0.313	187.306	7.874	0.001	1.569	84.199	-0.433	-0.429	-0.520	6.357	8.371	5.477	350.014
2019/04/03	06:08	0.295	227.321	7.814	0.002	1.742	84.361	-0.431	-0.426	-0.519	5.671	9.609	4.157	350.014
2019/04/03	06:09	0.327	91.093	7.845	0.093	1.918	84.521	-0.432	-0.428	-0.517	8.427	7.867	4.568	350.014
2019/04/03	06:10	0.363	68.377	7.911	0.107	2.094	84.683	-0.434	-0.427	-0.514	7.217	8.806	3.225	350.014
2019/04/03	06:11	0.297	94.090	7.934	0.028	2.271	84.844	-0.433	-0.425	-0.514	10.314	2.323	9.690	350.014
2019/04/03	06:12	0.256	105.033	7.933	0.016	2.448	85.006	-0.431	-0.425	-0.518	5.517	4.678	8.870	350.014
2019/04/03	06:13	0.253	67.564	7.962	0.016	2.627	85.168	-0.432	-0.425	-0.516	8.639	4.370	5.068	350.014
2019/04/03	06:14	0.237	100.892	7.964	0.032	2.806	85.329	-0.432	-0.425	-0.515	7.107	4.887	7.727	350.014
2019/04/03	06:15	0.223	140.907	7.913	0.048	2.987	85.490	-0.431	-0.424	-0.516	9.705	4.159	5.995	350.014
2019/04/03	06:16	0.269	132.877	7.871	0.097	3.168	85.651	-0.430	-0.422	-0.514	8.436	4.673	3.582	350.014
2019/04/03	06:17	0.399	100.878	7.903	0.252	3.349	85.813	-0.427	-0.418	-0.515	4.211	9.311	8.049	350.014
2019/04/03	06:18	0.302	77.304	7.973	0.364	3.531	85.974	-0.429	-0.419	-0.512	10.534	5.819	2.899	350.014
2019/04/03	06:19	0.192	81.289	7.997	0.292	3.713	86.136	-0.428	-0.418	-0.511	8.281	9.051	4.464	350.014
2019/04/03	06:20	0.264	75.611	7.996	0.229	3.897	86.296	-0.424	-0.415	-0.512	8.519	4.805	7.835	350.014
2019/04/03	06:21	0.452	76.342	8.031	0.307	4.083	86.460	-0.426	-0.417	-0.508	9.478	2.869	6.013	350.014
2019/04/03	06:22	0.475	96.623	8.075	0.465	4.266	86.622	-0.423	-0.413	-0.511	6.272	8.802	8.961	350.014
2019/04/03	06:23	0.389	96.715	8.100	0.444	4.450	86.783	-0.421	-0.412	-0.513	8.815	5.596	6.785	350.014
2019/04/03	06:24	0.474	87.332	8.171	0.400	4.634	86.944	-0.424	-0.416	-0.507	8.330	6.547	6.050	350.014
2019/04/03	06:25	0.490	84.140	8.265	0.409	4.819	87.106	-0.421	-0.413	-0.510	5.867	7.281	5.967	350.014
2019/04/03	06:26	0.493	89.676	8.336	0.481	5.005	87.266	-0.415	-0.408	-0.515	7.821	7.822	5.726	350.014
2019/04/03	06:27	0.471	109.394	8.319	0.641	5.187	87.428	-0.416	-0.408	-0.512	9.163	5.805	5.817	350.014
2019/04/03	06:28	0.443	114.561	8.248	0.659	5.373	87.589	-0.418	-0.410	-0.510	5.928	5.873	5.941	350.014
2019/04/03	06:29	0.429	116.885	8.237	0.613	5.560	87.751	-0.417	-0.409	-0.510	6.108	10.103	6.672	350.014
2019/04/03	06:30	0.390	120.959	8.253	0.631	5.746	87.912	-0.412	-0.405	-0.515	8.045	5.410	8.818	350.014
2019/04/03	06:31	0.472	140.470	8.232	0.806	5.934	88.073	-0.413	-0.406	-0.514	8.607	9.559	3.791	350.014
2019/04/03	06:32	0.601	158.036	8.183	0.918	6.121	88.234	-0.411	-0.403	-0.513	10.986	6.369	6.583	350.014
2019/04/03	06:33	0.492	159.250	8.141	0.782	6.308	88.396	-0.409	-0.400	-0.515	7.731	8.372	3.453	350.014
2019/04/03	06:34	0.345	165.431	8.099	0.475	6.495	88.557	-0.414	-0.408	-0.513	9.166	7.532	3.953	350.014
2019/04/03	06:35	0.413	168.272	8.068	0.367	6.682	88.719	-0.419	-0.415	-0.507	7.039	9.055	3.765	350.014
2019/04/03	06:36	0.373	178.494	8.057	0.310	6.869	88.881	-0.417	-0.414	-0.512	4.282	8.418	7.470	350.014
2019/04/03	06:37	0.250	154.819	8.027	0.150	7.058	89.042	-0.415	-0.413	-0.514	9.066	8.217	7.358	350.014
2019/04/03	06:38	0.274	135.236	7.997	0.075	7.245	89.204	-0.415	-0.408	-0.509	6.732	10.863	5.202	350.014
2019/04/03	06:39	0.392	128.322	8.045	0.118	7.433	89.365	-0.412	-0.403	-0.515	8.303	6.142	7.390	350.014
2019/04/03	06:40	0.377	83.114	8.130	0.218	7.621	89.527	-0.413	-0.411	-0.515	9.419	4.012	8.259	350.014
2019/04/03	06:41	0.336	95.362	8.192	0.313	7.808	89.689	-0.419	-0.415	-0.508	9.263	8.946	2.220	350.014
2019/04/03	06:42	0.541	155.885	8.214	0.688	7.996	89.851	-0.418	-0.410	-0.509	6.348	7.941	5.754	350.014
2019/04/03	06:43	0.568	149.553	8.216	0.894	8.186	90.013	-0.420	-0.416	-0.509	9.453	2.228	9.135	350.014
2019/04/03	06:44	0.361	132.973	8.226	0.670	8.377	90.178	-0.419	-0.417	-0.514	8.680	12.044	3.094	350.014
2019/04/03	06:45	0.251	158.737	8.232	0.399	8.565	90.340	-0.417	-0.411	-0.517	4.018	9.906	3.713	350.014
2019/04/03	06:46	0.271	130.044	8.285	0.171	8.753	90.503	-0.421	-0.417	-0.514	11.321	2.922	5.723	350.014
2019/04/03	06:47	0.371	102.567	8.347	0.093	8.935	90.660	-0.423	-0.419	-0.512	6.653	10.009	2.936	350.014
2019/04/03	06:48	0.414	129.490	8.341	0.236	9.125	90.821	-0.424	-0.420	-0.512	11.874	3.712	4.555	350.014
2019/04/03	06:49	0.384	161.436	8.323	0.340	9.313	90.984	-0.422	-0.418	-0.515	7.250	5.288	12.438	350.014
2019/04/03	06:50	0.356	100.299	8.349	0.380	9.501	91.146	-0.418	-0.414	-0.520	6.229	3.593	11.147	350.014
2019/04/03	06:51	0.334	90.612	8.363	0.485	9.690	91.310	-0.420	-0.416	-0.518	14.129	7.542	3.372	350.014
2019/04/03	06:52	0.350	171.172	8.355	0.447	9.879	91.473	-0.423	-0.422	-0.517	11.485	1.163	5.458	350.014
2019/04/03	06:53	0.439	194.394	8.367	0.559	10.067	91.636	-0.419	-0.417	-0.517	6.202	8.716	6.296	350.014
2019/04/03	06:54	0.495	215.499	8.383	0.753	10.257	91.798	-0.416	-0.413	-0.520	9.413	10.263	3.035	350.014
2019/04/03	06:55	0.791	218.220	8.405	1.029	10.446	91.962	-0.415	-0.413	-0.523	6.690	11.024	4.537	350.014
2019/04/03	06:56	1.145	219.467	8.423	1.571	10.635	92.125	-0.414	-0.409	-0.517	11.346	6.968	6.522	350.014
2019/04/03	06:57	0.887	201.867	8.438	1.574	10.823	92.289	-0.416	-0.415	-0.517	8.041	3.714	7.910	350.014
