yyyy/mm/dd	hh:mm	V_Viento	D_Viento	Temp_Air	Rad_Dir	Ele_Sol	Ori_Sol	Top	Mid	Bot	Cal_Top	Cal_Mid	Cal_Bot	Pres_Aire
2019/04/03	02:54	0.923	295.061	9.375	0.145	NaN	75.240	-0.436	-0.431	-0.521	8.404	5.433	6.420	350.014
2019/04/03	02:55	0.702	276.357	9.394	0.005	NaN	75.240	-0.429	-0.429	-0.528	6.095	6.166	5.225	350.014
2019/04/03	02:56	0.830	275.035	9.432	0.000	NaN	75.240	-0.439	-0.433	-0.525	6.887	5.634	4.932	350.014
2019/04/03	02:57	0.835	300.360	9.368	0.000	NaN	75.240	-0.448	-0.437	-0.518	4.839	7.288	8.724	350.014
2019/04/03	02:58	0.773	290.685	9.369	0.000	NaN	75.238	-0.441	-0.433	-0.518	7.928	4.772	6.029	350.014
2019/04/03	02:59	0.805	286.846	9.398	0.000	NaN	75.238	-0.435	-0.430	-0.523	6.960	7.951	5.970	350.014
2019/04/03	03:00	0.944	287.156	9.443	0.000	NaN	75.238	-0.438	-0.432	-0.523	3.435	10.281	6.760	350.014
2019/04/03	03:01	0.967	282.176	9.473	0.000	NaN	75.238	-0.439	-0.432	-0.521	9.097	5.230	2.582	350.014
2019/04/03	03:02	0.875	280.925	9.509	0.000	NaN	75.238	-0.440	-0.433	-0.521	8.987	5.626	4.371	350.014
2019/04/03	03:03	0.845	274.646	9.569	0.007	NaN	75.236	-0.445	-0.434	-0.514	5.953	4.801	7.916	350.014
2019/04/03	03:04	0.829	270.432	9.597	0.012	NaN	75.236	-0.448	-0.435	-0.513	5.353	7.077	4.851	350.014
2019/04/03	03:05	0.789	283.881	9.556	0.005	NaN	75.236	-0.448	-0.435	-0.513	8.306	5.377	7.660	350.014
2019/04/03	03:06	0.705	301.778	9.464	0.001	NaN	75.236	-0.441	-0.434	-0.522	4.746	8.390	6.582	350.014
2019/04/03	03:07	0.723	303.245	9.422	0.000	NaN	75.236	-0.438	-0.434	-0.528	7.596	6.789	3.846	350.014
2019/04/03	03:08	0.848	294.479	9.406	0.000	NaN	75.236	-0.441	-0.434	-0.523	8.967	6.115	4.995	350.014
2019/04/03	03:09	0.807	295.951	9.426	0.000	NaN	75.234	-0.444	-0.436	-0.522	1.398	7.584	8.511	350.014
2019/04/03	03:10	0.603	302.858	9.442	0.000	NaN	75.234	-0.442	-0.435	-0.526	10.768	6.789	-1.103	350.014
2019/04/03	03:11	0.525	299.814	9.394	0.000	NaN	75.234	-0.433	-0.433	-0.534	7.145	5.636	6.361	350.014
2019/04/03	03:12	0.518	300.222	9.370	0.000	NaN	75.234	-0.430	-0.431	-0.532	6.389	6.993	4.956	350.014
2019/04/03	03:13	0.643	283.084	9.402	0.000	NaN	75.234	-0.436	-0.432	-0.524	7.059	6.523	7.433	350.014
2019/04/03	03:14	0.793	270.104	9.439	0.000	NaN	75.234	-0.436	-0.431	-0.522	5.627	5.092	3.842	350.014
2019/04/03	03:15	0.689	284.605	9.462	0.000	NaN	75.232	-0.432	-0.429	-0.523	8.420	5.133	7.264	350.014
2019/04/03	03:16	0.567	279.597	9.455	0.000	NaN	75.232	-0.436	-0.431	-0.521	5.344	6.594	5.274	350.014
2019/04/03	03:17	0.761	265.327	9.505	0.012	NaN	75.232	-0.441	-0.434	-0.519	7.441	9.300	4.870	350.014
2019/04/03	03:18	0.840	272.849	9.545	0.018	NaN	75.232	-0.444	-0.434	-0.518	6.483	5.134	5.034	350.014
2019/04/03	03:19	0.714	275.739	9.526	0.006	NaN	75.232	-0.442	-0.434	-0.518	7.453	4.036	6.642	350.014
2019/04/03	03:20	0.790	265.318	9.560	0.043	NaN	75.230	-0.440	-0.433	-0.519	9.343	3.296	6.359	350.014
2019/04/03	03:21	0.790	256.133	9.586	0.122	NaN	75.230	-0.440	-0.433	-0.520	6.805	8.770	3.219	350.014
2019/04/03	03:22	0.602	252.525	9.575	0.120	NaN	75.230	-0.438	-0.432	-0.522	3.768	7.235	7.767	350.014
2019/04/03	03:23	0.456	243.328	9.545	0.043	NaN	75.230	-0.437	-0.432	-0.525	2.665	6.427	4.389	350.014
2019/04/03	03:24	0.525	231.951	9.481	0.002	NaN	75.230	-0.437	-0.433	-0.525	9.285	5.152	5.260	350.014
2019/04/03	03:25	0.707	230.924	9.417	0.033	NaN	75.230	-0.439	-0.435	-0.523	5.522	4.965	4.185	350.014
2019/04/03	03:26	0.929	234.924	9.420	0.272	NaN	75.228	-0.439	-0.434	-0.523	6.659	5.532	4.858	350.014
2019/04/03	03:27	0.941	249.124	9.447	0.492	NaN	75.228	-0.436	-0.433	-0.526	6.078	6.322	4.656	350.014
